vendor,product_line,component_type,variant,adapter_interface,adapter_code,motor_frame,motor_poles,motor_voltage,motor_efficiency,motor_hp,shaft_key,gear_unit_key,ratio,nord_part_number,description,catalog_page,source_line
NORD,FLEXBLOC,motor,STD,,56C,63S/4,4.0,230/460V-60Hz,STANDARD,0.16666666666666666,,,,31110012,C-face 230/460V-60Hz Standard Efficiency Motor Part Number,B87,"63S/4-56C 230/460V-60Hz, 1/6 hp 31110012"
NORD,FLEXBLOC,motor,STD,,56C,63L/4,4.0,230/460V-60Hz,STANDARD,0.25,,,,31610012,C-face 230/460V-60Hz Standard Efficiency Motor Part Number,B87,"63L/4-56C 230/460V-60Hz, 1/4 hp 31610012"
NORD,FLEXBLOC,motor,STD,,56C,71S/4,4.0,230/460V-60Hz,STANDARD,0.3333333333333333,,,,32110012,C-face 230/460V-60Hz Standard Efficiency Motor Part Number,B87,"71S/4-56C 230/460V-60Hz, 1/3 hp 32110012"
NORD,FLEXBLOC,motor,STD,,56C,71L/4,4.0,230/460V-60Hz,STANDARD,0.5,,,,32610012,C-face 230/460V-60Hz Standard Efficiency Motor Part Number,B87,"71L/4-56C 230/460V-60Hz, 1/2 hp 32610012"
NORD,FLEXBLOC,motor,STD,,56C,80S/4,4.0,230/460V-60Hz,STANDARD,0.75,,,,33110012,C-face 230/460V-60Hz Standard Efficiency Motor Part Number,B87,"80S/4-56C 230/460V-60Hz, 3/4 hp 33110012"
NORD,FLEXBLOC,motor,STD,,56C,80L/4,4.0,230/460V-60Hz,STANDARD,1.0,,,,33610022,C-face 230/460V-60Hz Standard Efficiency Motor Part Number,B87,"80L/4-56C 230/460V-60Hz, 1 hp 33610022"
NORD,FLEXBLOC,motor,STD,,56C,63S/4,4.0,575V-60Hz,STANDARD,0.16666666666666666,,,,31110013,C-face 575V-60Hz Standard Efficiency Motor Part Number,B87,"63S/4-56C 575V-60Hz, 1/6 hp 31110013"
NORD,FLEXBLOC,motor,STD,,56C,63L/4,4.0,575V-60Hz,STANDARD,0.25,,,,31610013,C-face 575V-60Hz Standard Efficiency Motor Part Number,B87,"63L/4-56C 575V-60Hz, 1/4 hp 31610013"
NORD,FLEXBLOC,motor,STD,,56C,71S/4,4.0,575V-60Hz,STANDARD,0.3333333333333333,,,,32110013,C-face 575V-60Hz Standard Efficiency Motor Part Number,B87,"71S/4-56C 575V-60Hz, 1/3 hp 32110013"
NORD,FLEXBLOC,motor,STD,,56C,71L/4,4.0,575V-60Hz,STANDARD,0.5,,,,32610013,C-face 575V-60Hz Standard Efficiency Motor Part Number,B87,"71L/4-56C 575V-60Hz, 1/2 hp 32610013"
NORD,FLEXBLOC,motor,STD,,56C,80S/4,4.0,575V-60Hz,STANDARD,0.75,,,,33110013,C-face 575V-60Hz Standard Efficiency Motor Part Number,B87,"80S/4-56C 575V-60Hz, 3/4 hp 33110013"
NORD,FLEXBLOC,motor,STD,,56C,80LH/4,4.0,230/460V-60Hz,ENERGY_EFFICIENT,1.0,,,,33610094,C-face 230/460V-60Hz Energy Efficient Motor Part Number,B87,"80LH/4-56C 230/460V-60Hz, 1 hp 33610094"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,1.0,,,,33610092,C-face 230/460V-60Hz Energy Efficient Motor Part Number,B87,"80LH/4-143TC 230/460V-60Hz, 1 hp 33610092"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,0.5,,,,34110092,C-face 230/460V-60Hz Energy Efficient Motor Part Number,B87,"90SH/4-145TC 230/460V-60Hz, 1-1/2 hp 34110092"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,2.0,,,,34610092,C-face 230/460V-60Hz Energy Efficient Motor Part Number,B87,"90LH/4-145TC 230/460V-60Hz, 2 hp 34610092"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,3.0,,,,35110092,C-face 230/460V-60Hz Energy Efficient Motor Part Number,B87,"100LH/4-182TC 230/460V-60Hz, 3 hp 35110092"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,5.0,,,,36110092,C-face 230/460V-60Hz Energy Efficient Motor Part Number,B87,"112MH/4-184TC 230/460V-60Hz, 5 hp 36110092"
NORD,FLEXBLOC,motor,STD,,56C,80LH/4,4.0,575V-60Hz,ENERGY_EFFICIENT,1.0,,,,33610095,C-face 575V-60Hz Energy Efficient Motor Part Number,B87,"80LH/4-56C 575V-60Hz, 1 hp 33610095"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,1.0,,,,33610093,C-face 575V-60Hz Energy Efficient Motor Part Number,B87,"80LH/4-143TC 575V-60Hz, 1 hp 33610093"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,0.5,,,,34110093,C-face 575V-60Hz Energy Efficient Motor Part Number,B87,"90SH/4-145TC 575V-60Hz, 1-1/2 hp 34110093"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,2.0,,,,34610093,C-face 575V-60Hz Energy Efficient Motor Part Number,B87,"90LH/4-145TC 575V-60Hz, 2 hp 34610093"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,3.0,,,,35110093,C-face 575V-60Hz Energy Efficient Motor Part Number,B87,"100LH/4-182TC 575V-60Hz, 3 hp 35110093"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,5.0,,,,36110093,C-face 575V-60Hz Energy Efficient Motor Part Number,B87,"112MH/4-184TC 575V-60Hz, 5 hp 36110093"
NORD,FLEXBLOC,motor,STD,,56C,80LP/4,4.0,230/460V-60Hz,ENERGY_EFFICIENT,1.0,,,,33610294,C-face 230/460V-60Hz Energy Efficient Motor Part Number,B87,"80LP/4-56C 230/460V-60Hz, 1 hp 33610294"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,1.0,,,,33610292,C-face 230/460V-60Hz Energy Efficient Motor Part Number,B87,"80LP/4-143TC 230/460V-60Hz, 1 hp 33610292"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,0.5,,,,34110292,C-face 230/460V-60Hz Energy Efficient Motor Part Number,B87,"90SP/4-145TC 230/460V-60Hz, 1-1/2 hp 34110292"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,2.0,,,,34610292,C-face 230/460V-60Hz Energy Efficient Motor Part Number,B87,"90LP/4-145TC 230/460V-60Hz, 2 hp 34610292"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,3.0,,,,35110292,C-face 230/460V-60Hz Energy Efficient Motor Part Number,B87,"100LP/4-182TC 230/460V-60Hz, 3 hp 35110292"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,5.0,,,,36110292,C-face 230/460V-60Hz Energy Efficient Motor Part Number,B87,"112MP/4-184TC 230/460V-60Hz, 5 hp 36110292"
NORD,FLEXBLOC,motor,STD,,56C,80LP/4,4.0,575V-60Hz,ENERGY_EFFICIENT,1.0,,,,33610295,C-face 575V-60Hz Energy Efficient Motor Part Number,B87,"80LP/4-56C 575V-60Hz, 1 hp 33610295"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,1.0,,,,33610293,C-face 575V-60Hz Energy Efficient Motor Part Number,B87,"80LP/4-143TC 575V-60Hz, 1 hp 33610293"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,0.5,,,,34110293,C-face 575V-60Hz Energy Efficient Motor Part Number,B87,"90SP/4-145TC 575V-60Hz, 1-1/2 hp 34110293"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,2.0,,,,34610293,C-face 575V-60Hz Energy Efficient Motor Part Number,B87,"90LP/4-145TC 575V-60Hz, 2 hp 34610293"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,3.0,,,,35110293,C-face 575V-60Hz Energy Efficient Motor Part Number,B87,"100LP/4-182TC 575V-60Hz, 3 hp 35110293"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,5.0,,,,36110293,C-face 575V-60Hz Energy Efficient Motor Part Number,B87,"112MP/4-184TC 575V-60Hz, 5 hp 36110293"
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,,,,,60693500,C-face 575V-60Hz Energy Efficient Motor Part Number,B87,Open Vent 60693500
NORD,FLEXBLOC,motor,STD,,,,,,ENERGY_EFFICIENT,,,,,22008056,C-face 575V-60Hz Energy Efficient Motor Part Number,B87,AUTOVENT™ 22008056
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60392050,CONFIGURATION,B88,"60392050, i=5 60492050, i=5 60592050, i=5 60692050, i=5 60792050, i=5"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60492050,CONFIGURATION,B88,"60392050, i=5 60492050, i=5 60592050, i=5 60692050, i=5 60792050, i=5"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60592050,CONFIGURATION,B88,"60392050, i=5 60492050, i=5 60592050, i=5 60692050, i=5 60792050, i=5"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60692050,CONFIGURATION,B88,"60392050, i=5 60492050, i=5 60592050, i=5 60692050, i=5 60792050, i=5"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60792050,CONFIGURATION,B88,"60392050, i=5 60492050, i=5 60592050, i=5 60692050, i=5 60792050, i=5"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60392080,CONFIGURATION,B88,"60392080, i=7.5 60492080, i=7.5 60592080, i=7.5 60692080, i=7.5 60792080, i=7.5"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60492080,CONFIGURATION,B88,"60392080, i=7.5 60492080, i=7.5 60592080, i=7.5 60692080, i=7.5 60792080, i=7.5"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60592080,CONFIGURATION,B88,"60392080, i=7.5 60492080, i=7.5 60592080, i=7.5 60692080, i=7.5 60792080, i=7.5"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60692080,CONFIGURATION,B88,"60392080, i=7.5 60492080, i=7.5 60592080, i=7.5 60692080, i=7.5 60792080, i=7.5"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60792080,CONFIGURATION,B88,"60392080, i=7.5 60492080, i=7.5 60592080, i=7.5 60692080, i=7.5 60792080, i=7.5"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60392100,CONFIGURATION,B88,"60392100, i=10 60492100, i=10 60592100, i=10 60692100, i=10 60792100, i=10"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60492100,CONFIGURATION,B88,"60392100, i=10 60492100, i=10 60592100, i=10 60692100, i=10 60792100, i=10"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60592100,CONFIGURATION,B88,"60392100, i=10 60492100, i=10 60592100, i=10 60692100, i=10 60792100, i=10"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60692100,CONFIGURATION,B88,"60392100, i=10 60492100, i=10 60592100, i=10 60692100, i=10 60792100, i=10"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60792100,CONFIGURATION,B88,"60392100, i=10 60492100, i=10 60592100, i=10 60692100, i=10 60792100, i=10"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60392130,CONFIGURATION,B88,"60392130, i=12.5 60492130, i=12.5 60592130, i=12.5 60692130, i=12.5 60792130, i=12.5"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60492130,CONFIGURATION,B88,"60392130, i=12.5 60492130, i=12.5 60592130, i=12.5 60692130, i=12.5 60792130, i=12.5"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60592130,CONFIGURATION,B88,"60392130, i=12.5 60492130, i=12.5 60592130, i=12.5 60692130, i=12.5 60792130, i=12.5"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60692130,CONFIGURATION,B88,"60392130, i=12.5 60492130, i=12.5 60592130, i=12.5 60692130, i=12.5 60792130, i=12.5"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60792130,CONFIGURATION,B88,"60392130, i=12.5 60492130, i=12.5 60592130, i=12.5 60692130, i=12.5 60792130, i=12.5"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60392150,CONFIGURATION,B88,"60392150, i=15 60492150, i=15 60592150, i=15 60692150, i=15 60792150, i=15"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60492150,CONFIGURATION,B88,"60392150, i=15 60492150, i=15 60592150, i=15 60692150, i=15 60792150, i=15"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60592150,CONFIGURATION,B88,"60392150, i=15 60492150, i=15 60592150, i=15 60692150, i=15 60792150, i=15"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60692150,CONFIGURATION,B88,"60392150, i=15 60492150, i=15 60592150, i=15 60692150, i=15 60792150, i=15"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60792150,CONFIGURATION,B88,"60392150, i=15 60492150, i=15 60592150, i=15 60692150, i=15 60792150, i=15"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60392200,CONFIGURATION,B88,"60392200, i=20 60492200, i=20 60592200, i=20 60692200, i=20 60792200, i=20"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60492200,CONFIGURATION,B88,"60392200, i=20 60492200, i=20 60592200, i=20 60692200, i=20 60792200, i=20"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60592200,CONFIGURATION,B88,"60392200, i=20 60492200, i=20 60592200, i=20 60692200, i=20 60792200, i=20"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60692200,CONFIGURATION,B88,"60392200, i=20 60492200, i=20 60592200, i=20 60692200, i=20 60792200, i=20"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60792200,CONFIGURATION,B88,"60392200, i=20 60492200, i=20 60592200, i=20 60692200, i=20 60792200, i=20"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60392250,CONFIGURATION,B88,"60392250, i=25 60492250, i=25 60592250, i=25 60692250, i=25 60792250, i=25"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60492250,CONFIGURATION,B88,"60392250, i=25 60492250, i=25 60592250, i=25 60692250, i=25 60792250, i=25"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60592250,CONFIGURATION,B88,"60392250, i=25 60492250, i=25 60592250, i=25 60692250, i=25 60792250, i=25"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60692250,CONFIGURATION,B88,"60392250, i=25 60492250, i=25 60592250, i=25 60692250, i=25 60792250, i=25"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60792250,CONFIGURATION,B88,"60392250, i=25 60492250, i=25 60592250, i=25 60692250, i=25 60792250, i=25"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60392300,CONFIGURATION,B88,"60392300, i=30 60492300, i=30 60592300, i=30 60692300, i=30 60792300, i=30"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60492300,CONFIGURATION,B88,"60392300, i=30 60492300, i=30 60592300, i=30 60692300, i=30 60792300, i=30"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60592300,CONFIGURATION,B88,"60392300, i=30 60492300, i=30 60592300, i=30 60692300, i=30 60792300, i=30"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60692300,CONFIGURATION,B88,"60392300, i=30 60492300, i=30 60592300, i=30 60692300, i=30 60792300, i=30"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60792300,CONFIGURATION,B88,"60392300, i=30 60492300, i=30 60592300, i=30 60692300, i=30 60792300, i=30"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60392400,CONFIGURATION,B88,"60392400, i=40 60492400, i=40 60592400, i=40 60692400, i=40 60792400, i=40"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60492400,CONFIGURATION,B88,"60392400, i=40 60492400, i=40 60592400, i=40 60692400, i=40 60792400, i=40"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60592400,CONFIGURATION,B88,"60392400, i=40 60492400, i=40 60592400, i=40 60692400, i=40 60792400, i=40"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60692400,CONFIGURATION,B88,"60392400, i=40 60492400, i=40 60592400, i=40 60692400, i=40 60792400, i=40"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60792400,CONFIGURATION,B88,"60392400, i=40 60492400, i=40 60592400, i=40 60692400, i=40 60792400, i=40"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60392500,CONFIGURATION,B88,"60392500, i=50 60492500, i=50 60592500, i=50 60692500, i=50 60792500, i=50"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60492500,CONFIGURATION,B88,"60392500, i=50 60492500, i=50 60592500, i=50 60692500, i=50 60792500, i=50"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60592500,CONFIGURATION,B88,"60392500, i=50 60492500, i=50 60592500, i=50 60692500, i=50 60792500, i=50"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60692500,CONFIGURATION,B88,"60392500, i=50 60492500, i=50 60592500, i=50 60692500, i=50 60792500, i=50"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60792500,CONFIGURATION,B88,"60392500, i=50 60492500, i=50 60592500, i=50 60692500, i=50 60792500, i=50"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60392600,CONFIGURATION,B88,"60392600, i=60 60492600, i=60 60592600, i=60 60692600, i=60 60792600, i=60"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60492600,CONFIGURATION,B88,"60392600, i=60 60492600, i=60 60592600, i=60 60692600, i=60 60792600, i=60"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60592600,CONFIGURATION,B88,"60392600, i=60 60492600, i=60 60592600, i=60 60692600, i=60 60792600, i=60"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60692600,CONFIGURATION,B88,"60392600, i=60 60492600, i=60 60592600, i=60 60692600, i=60 60792600, i=60"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60792600,CONFIGURATION,B88,"60392600, i=60 60492600, i=60 60592600, i=60 60692600, i=60 60792600, i=60"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60392800,CONFIGURATION,B88,"60392800, i=80 60492800, i=80 60592800, i=80 60362800, i=80 60792800, i=80"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60492800,CONFIGURATION,B88,"60392800, i=80 60492800, i=80 60592800, i=80 60362800, i=80 60792800, i=80"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60592800,CONFIGURATION,B88,"60392800, i=80 60492800, i=80 60592800, i=80 60362800, i=80 60792800, i=80"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60362800,CONFIGURATION,B88,"60392800, i=80 60492800, i=80 60592800, i=80 60362800, i=80 60792800, i=80"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60792800,CONFIGURATION,B88,"60392800, i=80 60492800, i=80 60592800, i=80 60362800, i=80 60792800, i=80"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60392000,CONFIGURATION,B88,"60392000, i=100 60492000, i=100 60592000, i=100 60692000, i=100 60792000, i=100"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60492000,CONFIGURATION,B88,"60392000, i=100 60492000, i=100 60592000, i=100 60692000, i=100 60792000, i=100"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60592000,CONFIGURATION,B88,"60392000, i=100 60492000, i=100 60592000, i=100 60692000, i=100 60792000, i=100"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60692000,CONFIGURATION,B88,"60392000, i=100 60492000, i=100 60592000, i=100 60692000, i=100 60792000, i=100"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60792000,CONFIGURATION,B88,"60392000, i=100 60492000, i=100 60592000, i=100 60692000, i=100 60792000, i=100"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60395500,CONFIGURATION,B88,NEMA 48C 60395500 N/A N/A N/A N/A
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60395510,CONFIGURATION,B88,NEMA 56C 60395510 60495500 60495500 60495500 60795500
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60495500,CONFIGURATION,B88,NEMA 56C 60395510 60495500 60495500 60495500 60795500
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60795500,CONFIGURATION,B88,NEMA 56C 60395510 60495500 60495500 60495500 60795500
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60595500,CONFIGURATION,B88,NEMA 140TC N/A 60595500 60595500 60595500 60795510
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60795510,CONFIGURATION,B88,NEMA 140TC N/A 60595500 60595500 60595500 60795510
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60695500,CONFIGURATION,B88,NEMA 180TC N/A N/A N/A 60695500 60795520
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60795520,CONFIGURATION,B88,NEMA 180TC N/A N/A N/A 60695500 60795520
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60494210,CONFIGURATION,B88,"Solid Input Shaft (W) N/A 60494210, Ø 0.625 60494210, Ø 0.625 60494210, Ø 0.625 60794210, Ø 0.875"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60794210,CONFIGURATION,B88,"Solid Input Shaft (W) N/A 60494210, Ø 0.625 60494210, Ø 0.625 60494210, Ø 0.625 60794210, Ø 0.875"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60494000,CONFIGURATION,B88,Helical Input Stage (H10) N/A 60494000 60494000 60494000 N/A
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60494110,CONFIGURATION,B88,"Double Worm Adapter (/31, /40) N/A 60494110, Ø 0.625 60494110, Ø 0.625 60494110, Ø 0.625 60794100, Ø 0.750"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60794100,CONFIGURATION,B88,"Double Worm Adapter (/31, /40) N/A 60494110, Ø 0.625 60494110, Ø 0.625 60494110, Ø 0.625 60794100, Ø 0.750"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60393010,CONFIGURATION,B88,"Plug-in Solid Shaft (V) 60393010, Ø 0.625 60493010, Ø 0.750 60593010, Ø 1.000 60693010, Ø 1.125 60793010, Ø 1.375"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60493010,CONFIGURATION,B88,"Plug-in Solid Shaft (V) 60393010, Ø 0.625 60493010, Ø 0.750 60593010, Ø 1.000 60693010, Ø 1.125 60793010, Ø 1.375"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60593010,CONFIGURATION,B88,"Plug-in Solid Shaft (V) 60393010, Ø 0.625 60493010, Ø 0.750 60593010, Ø 1.000 60693010, Ø 1.125 60793010, Ø 1.375"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60693010,CONFIGURATION,B88,"Plug-in Solid Shaft (V) 60393010, Ø 0.625 60493010, Ø 0.750 60593010, Ø 1.000 60693010, Ø 1.125 60793010, Ø 1.375"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60793010,CONFIGURATION,B88,"Plug-in Solid Shaft (V) 60393010, Ø 0.625 60493010, Ø 0.750 60593010, Ø 1.000 60693010, Ø 1.125 60793010, Ø 1.375"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60393110,CONFIGURATION,B88,"Double Solid Shaft (L) 60393110, Ø 0.625 60493110, Ø 0.750 60593110, Ø 1.000 60693110, Ø 1.125 60793110, Ø 1.375"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60493110,CONFIGURATION,B88,"Double Solid Shaft (L) 60393110, Ø 0.625 60493110, Ø 0.750 60593110, Ø 1.000 60693110, Ø 1.125 60793110, Ø 1.375"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60593110,CONFIGURATION,B88,"Double Solid Shaft (L) 60393110, Ø 0.625 60493110, Ø 0.750 60593110, Ø 1.000 60693110, Ø 1.125 60793110, Ø 1.375"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60693110,CONFIGURATION,B88,"Double Solid Shaft (L) 60393110, Ø 0.625 60493110, Ø 0.750 60593110, Ø 1.000 60693110, Ø 1.125 60793110, Ø 1.375"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60793110,CONFIGURATION,B88,"Double Solid Shaft (L) 60393110, Ø 0.625 60493110, Ø 0.750 60593110, Ø 1.000 60693110, Ø 1.125 60793110, Ø 1.375"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60393210,CONFIGURATION,B88,"Plug-in Shaft with Flange (VF) 60393210, Ø 0.625 60493210, Ø 0.750 60593210, Ø 1.000 60693210, Ø 1.125 60793210, Ø 1.375"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60493210,CONFIGURATION,B88,"Plug-in Shaft with Flange (VF) 60393210, Ø 0.625 60493210, Ø 0.750 60593210, Ø 1.000 60693210, Ø 1.125 60793210, Ø 1.375"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60593210,CONFIGURATION,B88,"Plug-in Shaft with Flange (VF) 60393210, Ø 0.625 60493210, Ø 0.750 60593210, Ø 1.000 60693210, Ø 1.125 60793210, Ø 1.375"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60693210,CONFIGURATION,B88,"Plug-in Shaft with Flange (VF) 60393210, Ø 0.625 60493210, Ø 0.750 60593210, Ø 1.000 60693210, Ø 1.125 60793210, Ø 1.375"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60793210,CONFIGURATION,B88,"Plug-in Shaft with Flange (VF) 60393210, Ø 0.625 60493210, Ø 0.750 60593210, Ø 1.000 60693210, Ø 1.125 60793210, Ø 1.375"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60393800,CONFIGURATION,B88,"Flange I (F) 60393800, Ø 4.13 60493800, Ø 4.72 60593800, Ø 6.30 60693800, Ø 7.87 N/A"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60493800,CONFIGURATION,B88,"Flange I (F) 60393800, Ø 4.13 60493800, Ø 4.72 60593800, Ø 6.30 60693800, Ø 7.87 N/A"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60593800,CONFIGURATION,B88,"Flange I (F) 60393800, Ø 4.13 60493800, Ø 4.72 60593800, Ø 6.30 60693800, Ø 7.87 N/A"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60693800,CONFIGURATION,B88,"Flange I (F) 60393800, Ø 4.13 60493800, Ø 4.72 60593800, Ø 6.30 60693800, Ø 7.87 N/A"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60393810,CONFIGURATION,B88,"Flange II (female pilot) (F) 60393810, Ø 3.15 60493810, Ø 4.33 60593810, Ø 4.92 60693810, Ø 7.09 60793800, Ø 7.87"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60493810,CONFIGURATION,B88,"Flange II (female pilot) (F) 60393810, Ø 3.15 60493810, Ø 4.33 60593810, Ø 4.92 60693810, Ø 7.09 60793800, Ø 7.87"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60593810,CONFIGURATION,B88,"Flange II (female pilot) (F) 60393810, Ø 3.15 60493810, Ø 4.33 60593810, Ø 4.92 60693810, Ø 7.09 60793800, Ø 7.87"
NORD,FLEXBLOC,other,ANY,,,,,,,,,,,60693810,CONFIGURATION,B88,"Flange II (female pilot) (F) 60393810, Ø 3.15 60493810, Ø 4.33 60593810, Ø 4.92 60693810, Ø 7.09 60793800, Ø 7.87"
